"Symbol","Company Name","ADTValue","Beta","Weighted Score","Wtd Sortino","Wtd BullishVolume","Wtd PriceUp","TDI","TII","MFI","Weighted Score","30D Max Move %","2x Offset Weighted Score","DeltaWeightedScore %","Price last week","Price this week","Price move %"
"FMX","Fomento Economico Mexicano","4093985","23.95","65.814","87.0204","59.494","50.92781","64.455555","100","65.66487","65.814","6.51","63.68","3.35","97.67","102.5","4.95",""
"JBSS","John B Sanfilippo & Son Inc","55763950","6.65","65.802","87.0322","57.667","52.70756","68.25615","100","60.85115","65.802","15.74","60.191","9.32","115.98","118.5","2.17",""
"YEXT","Yext Inc","93507206","18.25","65.801","81.5794","66.816","49.00813","92.576195","100","60.6476","65.801","2.2","66.288","-0.73","8.42","9.25","9.86",""
"PCGU","PG&E Corp","10562509","-13.9","65.735","87.125","58.507","51.57231","83.080835","78.45989","53.43775","65.735","3.6","65.545","0.29","142.02","144.6","1.82",""
"CAR","Avis Budget Group, Inc","5552081","100","65.724","73.4143","74.778","48.98054","25.946495","6.1418","49.60892","65.724","4.83","70.47","-6.73","165.51","174.82","5.63",""
"STRA","Strategic Education Inc","8208350","-3.45","65.717","90.5912","56.066","50.49421","42.44936","57.58301","51.40185","65.717","1.23","63.527","3.45","78.13","78.43","0.38",""
"RLI","RLI Corp","9463475","43.95","65.677","87.7133","57.893","51.4235","9.580125","32.687","51.99485","65.677","2.11","63.953","2.7","124.68","127.85","2.54",""
"LLY","LILLY ORD","17426499","14.1","65.669","88.2774","56.107","52.62183","62.65519","66.62935","53.5494","65.669","20.35","59.551","10.27","424.9","442.33","4.1",""
"DECK","Deckers Outdoor Corporation","50552048","55.05","65.643","89.4562","54.415","53.05839","79.1708","99.55249","57.27314","65.643","4.84","62.516","5","435.01","476.78","9.6",""
"GWW","WW GRAINGER ORD","59041870","61.1","65.571","87.4836","54.758","54.47056","50","98.50299","54.04968","65.571","5.21","68.474","-4.24","660.47","677.77","2.62",""
"PHM","PulteGroup, Inc.","1845657","16.75","65.565","85.8915","56.593","54.21138","50","100","64.1781","65.565","12.24","62.291","5.26","66.04","69.38","5.06",""
"NOA","North American Construction Group Ltd","97653168","19.7","65.545","87.739","54.607","54.28923","57.69253","100","67.864","65.545","6.09","63.859","2.64","18.22","18.72","2.74",""
"SLQT","Selectquote Inc","972417","50","65.504","71.7577","78.603","46.15028","50","100","74.4273","65.504","23.45","67.38","-2.78","1.78","1.87","5.06",""
"OI","O-I Glass Inc","25387696","100","65.49","90.1429","54.708","51.61961","50","100","57.23156","65.49","5.92","66.689","-1.8","21.84","21.99","0.69",""
"TMHC","Taylor Morn Home","14244379","77.5","65.476","86.159","56.96","53.30771","50","100","56.60994","65.476","15.68","63.664","2.85","43.26","44.45","2.75",""
"ORIC","Oric Pharmaceuticals Inc","2486761","50","65.468","71.9166","83.006","41.48017","55.442225","50.45073","81.7936","65.468","5.34","63.063","3.81","5.21","5.32","2.11",""
"GNW","Genworth Financial Inc","84624","100","65.461","86.8716","57.191","52.31929","37.008445","29.97392","57.71301","65.461","0.66","68.812","-4.87","5.66","5.65","-0.18",""
"ARAV","Aravive Inc","499273249","50","65.456","73.2185","79.931","43.21951","71.59767","71.6071","53.41919","65.456","8.19","66.83","-2.06","1.56","1.8","15.38",""
"RXST","Rxsight Inc","30069484","73.25","65.453","83.3466","61.09","51.92154","100","100","67.99184","65.453","58.67","62.533","4.67","25.51","26.03","2.04",""
"STN","Stantec Inc","844932","83.95","65.447","85.5559","58.946","51.83937","59.57817","100","52.01536","65.447","3.45","64.789","1.02","56.7","60.55","6.79",""
"KNSL","Kinsale Capital Group Inc","23774671","100","65.431","86.2977","55.009","54.98596","50","94.06611","46.97991","65.431","5.64","65.314","0.18","302.1","337.65","11.77",""
"NATI","National Instruments Corporation","23968200","6.9","65.416","95.2378","51.736","49.27519","50","100","65.63943","65.416","0.4","60.28","8.52","57.83","57.8","-0.05",""
"ENVA","Enova International Inc","3064128","61.1","65.357","83.731","58.166","54.17393","50","26.36298","56.85736","65.357","1.59","66.712","-2.03","46.4","48.81","5.19",""
"BLDR","Builders FirstSource Inc","1352474576","17.8","65.353","86.496","54.226","55.3358","50","100","60.5394","65.353","29.89","63.896","2.28","116.85","118.97","1.81",""
"ORLY","O'Reilly Automotive, Inc","6850950","17.55","65.34","87.0778","51.933","57.0101","90.418185","87.77118","53.37521","65.34","6.3","62.603","4.37","933.46","895.34","-4.08",""
"TRI","Thomson Reuters Corporation","21182422","31.25","65.332","86.6908","57.04","52.26509","85.91017","100","59.72508","65.332","1.38","62.121","5.17","123.28","123.52","0.19",""
"AVRO","AVROBIO Inc","2185117","50","65.307","62.7124","91.14","42.06948","50","26.57781","78.49555","65.307","91.01","68.539","-4.72","1.15","1.11","-3.48",""
"OR","Osisko Gold Ro","1856025","-7.25","65.275","88.1655","57.369","50.2912","100","99.74186","64.45182","65.275","11.21","57.829","12.88","15.58","15.98","2.57",""
"CETX","Cemtrex Inc","606587","50","65.271","66.6596","83.885","45.26925","50","99.99402","64.19699","65.271","21.94","64.375","1.39","9.1","9.73","6.92",""
"MTH","Meritage Corporation","23442328","99","65.266","87.0965","58.044","50.6578","50","100","63.09142","65.266","1.64","61.394","6.31","118.65","123.15","3.79",""
"IRTC","iRhythm Technologies Inc","18201019","-7.85","65.261","81.9444","61.359","52.48091","73.981555","100","62.27412","65.261","1.65","64.199","1.65","121.34","105.66","-12.92",""
"TME","Tencent Music Entertainment Group","1487892","97.6","65.226","83.4256","63.193","49.06036","28.22754","5.08954","60.84558","65.226","8.42","63.611","2.54","7.4","7.52","1.62",""
"APYX","Apyx Medical Inc","87254260","100","65.17","63.4768","83.659","48.37546","50","49.26624","67.29298","65.17","126.76","64.9","0.42","6.05","6.73","11.24",""
"FERG","Ferguson Plc","192296586","90.65","65.164","69.4379","74.926","51.12688","22.71591","0.87092","54.87146","65.164","10.75","66.221","-1.6","145.18","147.76","1.78",""
"FGEN","FibroGen Inc","14476769","24.9","65.158","86.9479","61.22","47.30525","50","1.80819","50.91278","65.158","1.59","66.202","-1.58","16.77","17.88","6.62",""
"TIPT","Tiptree Inc","24371242","50","65.154","79.8662","65.496","50.10101","18.658915","5.23474","54.86774","65.154","2.12","68.368","-4.7","13.35","13.79","3.3",""
"AZO","AutoZone, Inc","2086675","30.05","65.151","88.2976","53.016","54.14043","34.175655","67.45546","51.80665","65.151","1.01","62.383","4.44","2461.15","2381.23","-3.25",""
"NVO","Novo Nordisk A/S","8682473","36.75","65.125","94.2049","47.422","53.7492","96.73022","100","60.63941","65.125","2.51","60.839","7.04","163.64","157.14","-3.97",""
"LOPE","Grand Canyon Education, Inc","167048497","24.6","65.07","85.4935","55.335","54.38088","18.26756","52.36743","53.94516","65.07","6.22","63.592","2.32","106.33","106.77","0.41",""
"DUOL","Duolingo Inc","562113019","98.35","65.042","83.5787","58.388","53.16039","84.60886","100","63.02954","65.042","14.18","63.544","2.36","143.69","155.94","8.53",""
"ULTA","Ulta Beauty Inc","56688272","-1.35","65.003","89.2836","50.383","55.34171","50","100","62.30517","65.003","2.31","64.037","1.51","436.11","422.4","-3.14",""
"FRO","Frontline Ltd","94571950","89.35","64.997","87.3459","56","51.64425","50","78.87667","57.64517","64.997","9.07","68.371","-4.93","15","14.77","-1.53",""
"STRL","Sterling Construction Company Inc","37672990","65","64.986","86.3252","54.526","54.10791","58.255725","80.74115","59.16536","64.986","30.73","68.937","-5.73","46.44","49.2","5.94",""
"NEXT","Nextdecade Corp","380832568","28.1","64.97","82.1152","63.238","49.55802","35.643875","4.93467","55.7383","64.97","3.21","66.598","-2.44","5.72","5.75","0.52",""
"WING","Wingstop Inc","45629580","-19.1","64.906","85.4044","57.602","51.71126","74.03258","100","52.35872","64.906","18.45","62.6","3.68","200.42","197.77","-1.32",""
"LVS","LAS VEGAS SNDS ORD","25960792","74.35","64.887","89.0584","53.186","52.41685","50","73.36947","61.12742","64.887","6.81","64.06","1.29","55.88","58.94","5.48",""
"KRUS","Kura Sushi USA Inc","9469212","39.65","64.886","76.6974","65.626","52.33407","50","90.82623","55.63542","64.886","29.17","64.203","1.06","74.95","82.29","9.79",""
"LRMR","Larimar Therapeutics Inc","1226555154","23.2","64.866","72.9622","75.598","46.03893","47.072035","22.35353","60.16453","64.866","15","67.499","-3.9","3.74","3.8","1.6",""
"TPST","Tempest Therapeutics Inc","9609788","50","64.856","68.2879","82.37","43.91131","60.157765","76.80411","55.37649","64.856","69.79","56.762","14.26","2.03","1.45","-28.57",""
"AIR","AAR Corp","302348","100","64.809","82.7369","56.622","55.06874","50","100","60.61322","64.809","0.15","65.596","-1.2","51.58","54.13","4.94",""
"OCUL","Ocular Therapeutix Inc","52528535","2.1","64.798","75.9504","72.298","46.14634","50","100","71.69246","64.798","23.65","64.669","0.2","6.26","6.92","10.54",""
"KBR","KBR Inc","2764457","58.8","64.787","84.0271","59.678","50.65484","59.647335","95.26246","55.14274","64.787","8.11","63.515","2","58.02","61.63","6.22",""
"SYK","STRYKER ORD","22600087","24.55","64.749","84.1129","58.773","51.3624","74.094215","100","55.49392","64.749","0.62","59.888","8.12","273.09","278.3","1.91",""
"NVDA","NVIDIA Corp","4549845","100","64.717","83.7338","57.554","52.86327","52.8327","100","61.29184","64.717","55.6","62.48","3.58","378.9","393.27","3.79",""
"ANET","ARISTA NETWORKS","59145981","100","64.689","86.1402","57.192","50.73565","100","100","60.5615","64.689","14.75","63.941","1.17","157.01","162.5","3.5",""
"GIS","General Mills, Inc","6230665","-6.75","64.644","85.6344","53.359","54.93865","81.987675","95.12189","47.81959","64.644","3.28","61.45","5.2","84.36","84.59","0.27",""
"BSX","BOSTON SCIENTIFIC ORD","8503246","8.85","64.643","88.0288","53.807","52.09362","100","99.84431","59.88911","64.643","2.11","59.434","8.76","51.51","51.82","0.6",""
"QSR","Restaurant Brands International Inc","44727815","27.75","64.594","82.3782","57.168","54.23503","16.75723","34.05927","52.90485","64.594","10.5","59.941","7.76","72.91","76.38","4.76",""
"LYTS","LSI Industries Inc","3978600","38.4","64.573","86.5056","55.532","51.68169","37.23665","25.33717","58.98906","64.573","7.15","72.187","-10.55","12.01","12.07","0.5",""
"CROX","Crocs, Inc","20429649","77.7","64.561","86.2413","54.389","53.05346","52.76244","87.85433","62.88376","64.561","3.76","61.545","4.9","104.2","110.04","5.6",""
"NVEC","NVE Corporation","55887149","53.3","64.538","87.8803","55.389","50.34343","81.86151","100","60.84644","64.538","14.21","62.936","2.55","88.28","90.22","2.2",""
"APLS","Apellis Pharmaceuticals Inc","3537422","44.35","64.529","91.1405","53.238","49.20818","98.425875","100","62.95149","64.529","14.8","60.249","7.1","85","87.96","3.48",""
"STLD","Steel Dynamics Inc","1032585","88.85","64.491","82.5484","57.508","53.41611","39.260325","14.5604","61.45029","64.491","0.24","71.209","-9.43","96.04","97.71","1.74",""
"KVHI","KVH Industries Inc","12593348","50","64.469","78.0621","67.187","48.15669","92.602415","95.91466","51.38744","64.469","1.98","61.395","5.01","8.62","9.57","11.02",""
"NUVL","Nuvalent Inc","12127135","53.85","64.441","92.6819","52.044","48.59685","3.96533","17.34888","49.05704","64.441","32.93","62.627","2.9","38.94","44.59","14.51",""
"PFGC","Performance Food Group Co","2130525","56.25","64.43","82.9656","60.288","50.03498","16.56134","41.18287","41.28037","64.43","3.64","62.398","3.26","55.39","57.15","3.18",""
"VOXX","VOXX International Corporation","1168465","99.1","64.429","83.9768","57.034","52.27494","85.563865","100","59.05345","64.429","1.25","60.512","6.47","9.2","10.37","12.72",""
"ATS","ATS Corporation","2250425","50","64.427","77.3044","68.185","47.79194","50","81.12193","49.48236","64.427","12.48","64.583","-0.24","42.55","44.82","5.33",""
"LANC","Lancaster Colony Corporation","8833965","36.15","64.4","85.2947","56.458","51.44715","96.15839","89.05194","52.61532","64.4","7.52","61.672","4.42","205.36","203.58","-0.87",""
"MMSI","Merit Medical Systems Inc","24656454","65.45","64.378","83.101","58.75","51.2816","94.603125","84.23385","59.46152","64.378","10.07","59.589","8.04","81.17","84.35","3.92",""
"HSY","The Hershey Company","3262387","8.1","64.372","89.495","52.648","50.97315","94.252205","100","58.3738","64.372","5.63","60.716","6.02","260.1","260.91","0.31",""
"SNEX","Stonex Group Inc","243831465","79.8","64.348","83.9385","54.824","54.28135","56.86787","84.62426","54.61428","64.348","0.41","65.731","-2.1","82.24","84.08","2.24",""
"EBIX","Ebix Inc","24948981","100","64.311","65.7691","79.755","47.40872","0","8.87512","57.4097","64.311","20.78","63.512","1.26","18.55","20.43","10.13",""
"RACE","Ferrari NV","95039804","87.45","64.307","87.6587","51.23","54.03203","50","100","57.99481","64.307","9.41","63.633","1.06","288.36","298.6","3.55",""
"SCCO","Southern Copper Corp","21648049","100","64.293","84.7014","57.424","50.75339","50","81.62508","55.99322","64.293","0.29","62.945","2.14","67.27","70.94","5.46",""
"PRI","Primerica, Inc","276343","77.5","64.282","82.7988","56.424","53.62405","50","98.58661","61.87084","64.282","5.56","64.674","-0.61","184.92","189.42","2.43",""
"CTIC","CTi Biopharma Corp","45353291","-5.6","64.281","81.6437","62.478","48.72037","0","1.24671","47.05523","64.281","80.48","63.264","1.61","9.02","9.05","0.33",""
"NSSC","NAPCO Security Technologies Inc","34589145","46.6","64.279","85.6805","56.267","50.89037","51.75145","100","57.71636","64.279","16.5","66.011","-2.62","36.22","36.46","0.66",""
"BOWL","Bowlero Corp","1931930","-9.35","64.255","83.2144","58.29","51.26189","67.99223","96.66563","62.00644","64.255","0.26","66.732","-3.71","12.21","11.6","-5",""
"OTTR","Otter Tail Corporation","216774350","5.8","64.253","77.4178","64.629","50.71298","59.86128","100","66.84469","64.253","6.71","64.158","0.15","74.79","75.48","0.92",""
"RIG","Transocean Ltd","11788494","99.4","64.234","87.6874","56.916","48.09756","50","43.97927","56.79244","64.234","6.1","67.175","-4.38","6.37","6.58","3.3",""
"WTM","White Mountains Insurance Group, Ltd","49304276","21.55","64.221","84.1566","54.79","53.71569","29.027725","7.69911","52.96191","64.221","1.91","62.054","3.49","1340.44","1428.7","6.58",""
"EURN","Euronav NV","5409726","81.65","64.195","80.5566","60.316","51.71224","50","90.63198","56.51669","64.195","7.76","66.002","-2.74","15.87","15.96","0.57",""
"OSCR","Oscar Health Inc","191448360","-15.45","64.195","72.8312","74.069","45.68514","50","92.78864","75.46421","64.195","35.17","55.418","15.84","7.21","7.37","2.22",""
"WYNN","Wynn Resorts, Limited","138166","88.95","64.185","86.1944","54.072","52.28776","50","99.59291","60.65731","64.185","4.43","63.691","0.78","100.88","100.35","-0.53",""
"CERT","Certara Inc","933077","50","64.157","75.4713","66.485","50.51491","86.586575","100","65.02084","64.157","1.92","58.454","9.76","21.18","21.7","2.46",""
"HWM","HOWMET AEROSPACE INC ORD","526674841","55.1","64.154","83.2162","56.168","53.0781","50","80.1723","55.56668","64.154","5.52","65.413","-1.92","43.27","45.13","4.3",""
"MCD","McDonald's Corp","231351213","20.25","64.153","84.0477","54.912","53.49889","98.94723","93.95426","57.32594","64.153","2.24","58.938","8.85","285.68","289.91","1.48",""
"PAYS","Paysign Inc","520167","50","64.147","84.5243","57.789","50.12663","50","99.22088","55.04445","64.147","3.66","66.137","-3.01","2.78","2.56","-7.91",""
"AMR","Alpha Metallurgical Resources Inc","16182969","89.2","64.139","88.5831","52.62","51.2136","29.667305","28.88995","48.13254","64.139","1.73","66.644","-3.76","138.49","145.02","4.72",""
"FDMT","4D Molecular Therapeutics Inc","9756326","-1.1","64.102","82.5071","62.897","46.90121","23.12983","2.71822","46.61334","64.102","16.04","62.806","2.06","17.36","18.36","5.76",""
"CRVL","CorVel Corp","790975","37.15","64.097","82.4319","55.429","54.43114","50","100","55.03546","64.097","10.62","60.722","5.56","200.62","204.51","1.94",""
"PAG","Penske Automotive Group, Inc","16588267","81.2","64.077","82.476","55.593","54.16112","50","100","50.03907","64.077","3.9","65.443","-2.09","142.94","146.36","2.39",""
"INAB","In8bio Inc","31065994","99.45","64.067","54.3597","94.163","43.67884","12.483265","0","39.20441","64.067","255.22","66.146","-3.14","2.58","3.15","22.09",""
"RETA","Reata Pharmaceuticals Inc","199212199","-125.35","64.059","99.8","45.02","47.35748","98.087925","100","57.20629","64.059","7.13","63.297","1.2","92.54","93.02","0.52",""
"EGO","Eldorado Gold Corp","3359356","80.55","64.043","82.6611","60.109","49.35797","80.703535","100","56.46426","64.043","12.55","60.324","6.17","10.14","9.67","-4.64",""
"RADI","Radius Global Infrastructure Inc","3329546","-6.25","64.034","73.0864","72.636","46.38088","73.573755","100","71.39677","64.034","1.02","64.233","-0.31","14.76","14.77","0.07",""
"AZPN","Aspen Technology","804541","100","64.032","85.1652","57.52","49.41217","73.549","91.74398","51.88988","64.032","0.77","63.609","0.67","166.96","165.5","-0.87",""
"PFMT","Performant Financial Corporation","48745097","50","64.015","78.9657","65.873","47.2067","33.06435","16.52631","61.31111","64.015","1.54","64.204","-0.29","2.3","2.89","25.65",""
"TDG","TRANSDIGM GROUP ORD","182125686","44.65","63.998","81.1213","53.062","57.8103","50","94.81353","63.26684","63.998","8.29","64.173","-0.27","787.5","793.82","0.8",""
"KRTX","Karuna Therapeutics Inc","6347534","1.25","63.997","85.1324","53.552","53.30673","2.863375","12.64187","52.94284","63.997","15.77","66.282","-3.45","218.91","233.65","6.73",""
"SCPL","Sciplay Corp","445129601","2.15","63.981","78.8106","61.109","52.02365","85.496135","98.48079","64.11139","63.981","16.88","63.017","1.53","19.58","19.37","-1.07",""
"DHI","D.R. Horton Inc","16678009","17.2","63.974","83.886","56.131","51.90441","50","99.59332","52.85233","63.974","4.82","60.446","5.84","106.28","112.02","5.4",""
"CLH","Clean Harbors Inc","43605298","87.95","63.942","88.1432","51.496","52.18822","50","100","55.16361","63.942","5.1","63.957","-0.02","143.99","150.91","4.81",""
"WLFC","Willis Lease Finance Corporatio","306084","41.1","63.942","78.5515","64.397","48.87805","27.63549","11.9083","51.33373","63.942","6.77","73.722","-13.27","40.7","40.05","-1.6",""
"VC","Visteon Corp","1038100","100","63.928","82.4928","56.393","52.89776","50","49.03349","56.51837","63.928","1.94","67.807","-5.72","135.45","141.04","4.13",""
"AJG","ARTHUR J GALLAGHER ORD","1838084","25.6","63.924","84.1695","51.578","56.02365","35.051405","53.49983","56.36484","63.924","5.4","59.88","6.75","204.51","205.68","0.57",""
"BRBR","Bellring Brands LLC","1161329","38.9","63.899","86.9235","55.67","49.10471","57.1446","100","58.48973","63.899","4.81","60.352","5.88","36.42","37.9","4.06",""
